origin,temp,dewpoint,humidity,precip,pressure,wind_speed,wind_dir,visib,time_hour
JFK,22.46,16.67,69.69,0,101.39,5.68,237.25,10,2017-09-04T10:00:00Z
JFK,23.05,16.87,68.12,0,101.34,6.42,225.49,10,2017-09-04T11:00:00Z
JFK,23.44,17.01,67.19,0,101.29,7.46,217.99,10,2017-09-04T12:00:00Z
JFK,23.67,17.12,66.75,0,101.22,8.41,214.44,10,2017-09-04T13:00:00Z
JFK,23.77,17.15,66.5,0,101.16,9.11,213.31,10,2017-09-04T14:00:00Z
JFK,23.7,17.19,67,0,101.13,9.55,212.72,10,2017-09-04T15:00:00Z
JFK,23.41,17.37,68.94,0,101.1,9.6,210.3,10,2017-09-04T16:00:00Z
JFK,22.72,17.62,73,0,101.09,9.59,208.26,10,2017-09-04T17:00:00Z
JFK,21.73,17.61,77.56,0,101.09,9.76,206.79,10,2017-09-04T18:00:00Z
JFK,21.26,17.83,81,0,101.11,9.64,204.53,10,2017-09-04T19:00:00Z
JFK,20.78,18.3,85.88,0,101.09,9.26,201.42,10,2017-09-04T20:00:00Z
JFK,20.48,18.69,89.62,0,101.05,9.19,200.98,10,2017-09-04T21:00:00Z
JFK,20.26,18.97,92.38,0.01,101.02,9.09,201.65,10,2017-09-04T22:00:00Z
JFK,20.09,19.23,94.75,0.01,100.99,9.09,201.8,10,2017-09-04T23:00:00Z
JFK,20.03,19.48,96.5,0.01,100.94,9.14,200.73,10,2017-09-05T00:00:00Z
JFK,20.08,19.69,97.62,0.01,100.87,9.29,198.74,10,2017-09-05T01:00:00Z
JFK,20.26,19.9,97.69,0.01,100.8,9.6,197.09,10,2017-09-05T02:00:00Z
JFK,20.47,20.09,97.62,0.01,100.74,10.01,197.43,10,2017-09-05T03:00:00Z
JFK,20.62,20.27,97.75,0.01,100.68,10.25,198.49,10,2017-09-05T04:00:00Z
JFK,20.73,20.37,97.69,0.01,100.62,10.47,197.5,10,2017-09-05T05:00:00Z
JFK,21.29,20.55,95.38,0,100.67,9.59,202.87,10,2017-09-05T06:00:00Z
JFK,21.98,20.73,92.5,0,100.79,8.53,218.38,10,2017-09-05T07:00:00Z
JFK,22.8,20.74,88.06,0,100.82,7.69,221.54,10,2017-09-05T08:00:00Z
JFK,23.53,20.75,84.31,0,100.81,7.24,209.33,10,2017-09-05T09:00:00Z
JFK,24.12,20.67,80.94,0.01,100.8,8.08,203.84,10,2017-09-05T10:00:00Z
JFK,24.57,20.56,78.38,0.01,100.78,8.73,202.57,10,2017-09-05T11:00:00Z
JFK,24.82,20.55,77.12,0.01,100.73,9.38,197.95,10,2017-09-05T12:00:00Z
JFK,24.83,20.61,77.31,0.01,100.66,10.18,193.98,10,2017-09-05T13:00:00Z
JFK,24.6,20.71,78.88,0.01,100.59,10.78,191.24,10,2017-09-05T14:00:00Z
JFK,24.13,20.81,81.62,0.01,100.56,11.11,189.22,10,2017-09-05T15:00:00Z
JFK,23.62,20.85,84.38,0.02,100.58,10.93,190.71,10,2017-09-05T16:00:00Z
JFK,22.97,20.9,88,0.02,100.6,10.22,189.94,10,2017-09-05T17:00:00Z
JFK,22.31,20.9,91.62,0.02,100.72,9.57,196.7,10,2017-09-05T18:00:00Z
JFK,21.98,20.9,93.38,0.03,100.83,8.56,202.14,10,2017-09-05T19:00:00Z
JFK,21.72,20.91,95.06,0.04,100.87,7.7,200.68,10,2017-09-05T20:00:00Z
JFK,21.48,20.94,96.62,0.09,100.86,7.03,199.2,10,2017-09-05T21:00:00Z
JFK,21.26,20.9,97.62,0.11,100.84,6.48,200.4,10,2017-09-05T22:00:00Z
JFK,21.05,20.8,98.25,0.14,100.84,5.74,206.01,10,2017-09-05T23:00:00Z
JFK,20.87,20.63,98.38,0.23,100.82,4.48,206.88,10,2017-09-06T00:00:00Z
JFK,20.9,20.53,97.56,0.31,100.82,3.46,198.03,10,2017-09-06T01:00:00Z
JFK,20.9,20.44,97.12,0.52,100.81,3.73,179.64,10,2017-09-06T02:00:00Z
JFK,21.09,20.58,96.75,0.77,100.78,5.81,173.82,10,2017-09-06T03:00:00Z
JFK,21.39,20.78,96.19,0.74,100.78,7.57,187.65,10,2017-09-06T04:00:00Z
JFK,21.34,20.82,96.75,0.51,100.8,6.77,202.3,9,2017-09-06T05:00:00Z
JFK,21.51,20.96,96.5,0.34,100.85,4.87,213.74,8,2017-09-06T06:00:00Z
JFK,21.58,20.93,96,0.29,100.88,3.08,216.96,9,2017-09-06T07:00:00Z
JFK,21.62,20.81,95.06,0.32,100.92,1.98,201.01,10,2017-09-06T08:00:00Z
JFK,21.87,20.69,93,0.33,100.95,2.54,195.32,10,2017-09-06T09:00:00Z
JFK,22.03,20.62,91.75,0.38,100.99,3.55,213.87,10,2017-09-06T10:00:00Z
JFK,21.8,20.44,92.06,0.39,101.01,2.97,239.66,10,2017-09-06T11:00:00Z
JFK,21.29,19.81,91.44,0.38,101.02,2.17,286.09,10,2017-09-06T12:00:00Z
JFK,20.79,19.19,91,0.32,101.03,2.02,339.68,10,2017-09-06T13:00:00Z
JFK,20.72,18.77,89.19,0.28,101.03,2.39,11.71,10,2017-09-06T14:00:00Z
JFK,20.64,18.63,88.88,0.27,101.02,2.63,26.03,10,2017-09-06T15:00:00Z
JFK,20.28,18.53,90.25,0.37,101.04,2.81,12.99,10,2017-09-06T16:00:00Z
JFK,19.62,18.23,91.94,0.47,101.06,4.04,348.73,10,2017-09-06T17:00:00Z
JFK,18.89,17.72,93,0.6,101.04,6.13,351.28,9,2017-09-06T18:00:00Z
JFK,18.24,17.04,92.62,0.87,100.94,8.18,11.69,6,2017-09-06T19:00:00Z
JFK,17.84,16.75,93.19,1.32,100.94,4.73,17.99,9,2017-09-06T20:00:00Z
JFK,17.57,16.62,94.19,1.84,101.12,3.35,326.24,7,2017-09-06T21:00:00Z
JFK,17.33,16.26,93.38,2.6,100.98,6.17,345.77,6,2017-09-06T22:00:00Z
JFK,17.01,15.95,93.38,4.63,100.89,6.27,352.91,10,2017-09-06T23:00:00Z
JFK,16.88,15.7,92.62,4.12,100.92,5.24,340.67,10,2017-09-07T00:00:00Z
JFK,16.94,15.62,91.75,1.22,100.95,6.56,333.16,10,2017-09-07T01:00:00Z
JFK,16.87,14.98,88.56,0.06,100.94,5.86,340.7,10,2017-09-07T02:00:00Z
JFK,16.81,14.15,84.19,0.01,100.96,3.39,333.91,7,2017-09-07T03:00:00Z
JFK,16.51,13.62,82.81,0.01,100.98,2.76,290.75,10,2017-09-07T04:00:00Z
JFK,16.52,13.96,84.75,0.01,101.03,4.7,267.9,10,2017-09-07T05:00:00Z
JFK,17.12,14.8,86.06,0,101.09,6.13,262.89,10,2017-09-07T06:00:00Z
JFK,17.41,15.14,86.38,0,101.13,6.65,263.25,10,2017-09-07T07:00:00Z
JFK,17.94,15.22,84,0,101.14,6.39,264.81,6,2017-09-07T08:00:00Z
JFK,18.87,15.15,78.94,0,101.12,6.08,266.31,7,2017-09-07T09:00:00Z
JFK,19.84,15.05,73.75,0,101.1,5.95,266.99,9,2017-09-07T10:00:00Z
JFK,20.65,14.85,69.31,0,101.07,5.92,262.95,7,2017-09-07T11:00:00Z
JFK,21.31,14.64,65.62,0,101.06,6.18,256.61,10,2017-09-07T12:00:00Z
JFK,21.73,14.23,62.44,0,101.07,6.68,251.73,10,2017-09-07T13:00:00Z
JFK,21.92,13.81,60.06,0,101.08,7.23,249.43,10,2017-09-07T14:00:00Z
JFK,21.87,13.42,58.75,0,101.11,7.72,249.69,10,2017-09-07T15:00:00Z
JFK,21.64,13.19,58.62,0,101.15,8.18,251.98,10,2017-09-07T16:00:00Z
JFK,20.98,13.31,61.5,0,101.21,8.48,255.81,10,2017-09-07T17:00:00Z
JFK,19.85,13.37,66.19,0,101.28,8.7,259.5,10,2017-09-07T18:00:00Z
JFK,19.2,13.49,69.44,0,101.38,8.35,261.55,10,2017-09-07T19:00:00Z
JFK,18.67,13.51,71.88,0,101.45,7.93,261.22,10,2017-09-07T20:00:00Z
JFK,18.27,13.49,73.62,0,101.49,7.82,260.45,10,2017-09-07T21:00:00Z
JFK,17.88,13.54,75.62,0,101.52,7.67,260.97,10,2017-09-07T22:00:00Z
JFK,17.43,13.63,78.31,0,101.57,7.47,263.81,10,2017-09-07T23:00:00Z
JFK,16.98,13.73,81.12,0,101.59,7.28,268.58,10,2017-09-08T00:00:00Z
JFK,16.53,13.76,83.56,0,101.62,6.92,273.75,10,2017-09-08T01:00:00Z
JFK,16.19,13.69,85.06,0,101.65,6.45,275.77,10,2017-09-08T02:00:00Z
JFK,15.94,13.63,86.12,0,101.69,6.01,273.28,10,2017-09-08T03:00:00Z
JFK,15.73,13.6,87.12,0,101.72,5.82,269.23,10,2017-09-08T04:00:00Z
JFK,15.58,13.53,87.5,0,101.76,5.89,266.27,10,2017-09-08T05:00:00Z
JFK,16.4,13.58,83.31,0,101.8,5.55,264.51,10,2017-09-08T06:00:00Z
JFK,17.35,13.67,78.94,0,101.81,5.43,262.64,10,2017-09-08T07:00:00Z
JFK,18.72,13.23,70.38,0,101.82,6.24,262.96,10,2017-09-08T08:00:00Z
JFK,19.45,13.02,66.38,0,101.82,6.27,259.31,10,2017-09-08T09:00:00Z
JFK,20.12,12.86,63,0,101.81,6.34,255.66,10,2017-09-08T10:00:00Z
JFK,20.65,12.75,60.44,0,101.79,6.42,254.12,10,2017-09-08T11:00:00Z
JFK,21.11,12.75,58.81,0,101.78,6.36,254.39,10,2017-09-08T12:00:00Z
JFK,21.41,12.82,58,0.01,101.75,6.15,256.85,10,2017-09-08T13:00:00Z
JFK,21.55,12.85,57.62,0.01,101.73,5.89,261.39,10,2017-09-08T14:00:00Z
JFK,21.34,12.83,58.25,0,101.74,5.89,268.86,10,2017-09-08T15:00:00Z
JFK,21.02,12.93,59.81,0,101.76,6.01,276.35,10,2017-09-08T16:00:00Z
JFK,20.45,13.26,63.31,0,101.81,6.07,282.78,10,2017-09-08T17:00:00Z
JFK,19.4,13.14,67,0,101.85,6.04,287.71,10,2017-09-08T18:00:00Z
JFK,18.8,13.07,69.31,0,101.91,5.94,292.08,10,2017-09-08T19:00:00Z
JFK,18.27,13.18,72.12,0,101.96,5.92,297.95,10,2017-09-08T20:00:00Z
JFK,17.73,13.31,75.25,0,101.98,5.93,307.61,10,2017-09-08T21:00:00Z
JFK,17.14,13.38,78.5,0,101.99,6.13,321.16,10,2017-09-08T22:00:00Z
JFK,16.51,13.44,82,0,102.01,6.46,335.05,10,2017-09-08T23:00:00Z
JFK,15.92,13.44,85.19,0,102.05,6.6,345.47,10,2017-09-09T00:00:00Z
JFK,15.39,13.26,87.12,0,102.07,6.44,351.2,10,2017-09-09T01:00:00Z
JFK,14.94,13,88.12,0,102.11,6.05,354.3,10,2017-09-09T02:00:00Z
JFK,14.52,12.77,89.19,0.01,102.15,5.65,353.89,10,2017-09-09T03:00:00Z
JFK,14.22,12.6,89.88,0.01,102.18,5.43,350.81,10,2017-09-09T04:00:00Z
JFK,14.04,12.46,90.19,0.01,102.23,5.49,347.35,10,2017-09-09T05:00:00Z
JFK,14.85,12.5,85.75,0,102.27,5.73,347.31,10,2017-09-09T06:00:00Z
JFK,15.89,12.21,78.81,0,102.29,6.51,353.31,10,2017-09-09T07:00:00Z
JFK,16.89,12.01,73,0,102.32,6.54,354.11,10,2017-09-09T08:00:00Z
JFK,17.9,11.73,67.25,0,102.33,6.18,352.07,10,2017-09-09T09:00:00Z
JFK,18.66,11.37,62.56,0,102.34,5.5,348.77,10,2017-09-09T10:00:00Z
JFK,19.23,11.03,59.06,0,102.33,4.77,343.55,10,2017-09-09T11:00:00Z
JFK,19.67,10.75,56.25,0,102.3,4.24,337.69,10,2017-09-09T12:00:00Z
JFK,20.07,10.52,54.12,0,102.27,3.98,332.03,10,2017-09-09T13:00:00Z
JFK,20.38,10.43,52.75,0,102.24,4.12,330.08,10,2017-09-09T14:00:00Z
JFK,20.57,10.47,52.25,0,102.23,4.56,332.91,10,2017-09-09T15:00:00Z
JFK,20.47,10.76,53.62,0,102.23,5.26,338.47,10,2017-09-09T16:00:00Z
JFK,19.76,11.53,59,0,102.26,5.84,344.23,10,2017-09-09T17:00:00Z
JFK,18.42,11.79,65.19,0,102.3,6.67,347.9,10,2017-09-09T18:00:00Z
JFK,17.69,12.01,69.31,0,102.37,7.19,350.56,10,2017-09-09T19:00:00Z
JFK,16.92,12.16,73.5,0,102.42,7.2,350.76,10,2017-09-09T20:00:00Z
JFK,16.18,12.26,77.62,0,102.43,7.05,348.04,10,2017-09-09T21:00:00Z
JFK,15.65,12.41,81.12,0,102.44,7.19,348.09,10,2017-09-09T22:00:00Z
JFK,15.28,12.69,84.56,0,102.43,7.21,350.52,10,2017-09-09T23:00:00Z
JFK,15.05,12.97,87.44,0,102.43,7.22,357.27,10,2017-09-10T00:00:00Z
JFK,15.14,13.17,88.12,0,102.42,7.88,8.9,10,2017-09-10T01:00:00Z
JFK,15.12,13.35,89.25,0,102.44,7.95,13.3,10,2017-09-10T02:00:00Z
JFK,14.99,13.39,90.25,0,102.42,7.42,14.88,10,2017-09-10T03:00:00Z
JFK,14.84,13.36,90.94,0,102.46,7.33,13.37,10,2017-09-10T04:00:00Z
JFK,14.58,13.26,91.94,0,102.49,7.14,8.68,10,2017-09-10T05:00:00Z
JFK,15.28,13.23,87.81,0,102.56,7.18,7.94,10,2017-09-10T06:00:00Z
JFK,16.33,13.15,81.62,0,102.61,7.12,13.44,10,2017-09-10T07:00:00Z
JFK,17.59,13.04,74.69,0,102.63,6.62,14.84,10,2017-09-10T08:00:00Z
JFK,18.65,12.71,68.38,0,102.64,6.35,12.79,10,2017-09-10T09:00:00Z
JFK,19.5,12.45,63.75,0,102.63,6.2,12.29,10,2017-09-10T10:00:00Z
JFK,20.24,12.22,59.94,0,102.61,5.85,14.07,10,2017-09-10T11:00:00Z
JFK,20.83,11.98,56.81,0,102.58,5.23,16.49,10,2017-09-10T12:00:00Z
JFK,21.25,11.66,54.31,0,102.55,4.41,17.12,10,2017-09-10T13:00:00Z
JFK,21.51,11.3,52.12,0,102.54,3.51,14.72,10,2017-09-10T14:00:00Z
JFK,21.62,10.94,50.5,0,102.53,2.68,6.36,10,2017-09-10T15:00:00Z
JFK,21.53,10.9,50.69,0,102.54,2.25,351.42,10,2017-09-10T16:00:00Z
JFK,20.87,11.7,55.69,0,102.56,2.26,338.93,10,2017-09-10T17:00:00Z
JFK,19.85,11.43,58.19,0,102.57,2.75,335.18,10,2017-09-10T18:00:00Z
JFK,19.21,11.88,62.5,0,102.61,3.67,341.87,10,2017-09-10T19:00:00Z
JFK,18.52,12.48,67.88,0,102.61,4.76,350.55,10,2017-09-10T20:00:00Z
JFK,17.83,12.89,73,0,102.61,5.73,357.11,10,2017-09-10T21:00:00Z
JFK,17.12,13.01,77.06,0,102.6,6.07,0.74,10,2017-09-10T22:00:00Z
JFK,16.48,12.96,80.06,0,102.59,5.9,2.81,10,2017-09-10T23:00:00Z
JFK,15.9,12.9,82.75,0,102.59,5.63,2.62,10,2017-09-11T00:00:00Z
JFK,15.37,12.89,85.62,0,102.56,5.53,1.7,10,2017-09-11T01:00:00Z
JFK,14.91,12.93,88.56,0,102.52,5.47,2.29,10,2017-09-11T02:00:00Z
JFK,14.49,13.04,91.69,0,102.48,5.19,5.44,10,2017-09-11T03:00:00Z
JFK,14.09,13.15,94.88,0,102.49,4.74,2.17,10,2017-09-11T04:00:00Z
JFK,13.73,13.2,97.44,0,102.52,4.52,357.23,10,2017-09-11T05:00:00Z
JFK,14.38,13.36,94.38,0,102.55,4.45,354.66,10,2017-09-11T06:00:00Z
JFK,15.6,13.08,85.44,0,102.53,4.11,2.29,10,2017-09-11T07:00:00Z
JFK,17.77,11.91,68.75,0,102.49,4.28,21.18,10,2017-09-11T08:00:00Z
JFK,19.03,11,59.75,0,102.44,3.69,19.66,10,2017-09-11T09:00:00Z
JFK,19.89,10.45,54.56,0,102.39,3,11.72,10,2017-09-11T10:00:00Z
JFK,20.67,10.15,50.88,0,102.33,2.51,4.47,10,2017-09-11T11:00:00Z
JFK,21.37,10.06,48.38,0,102.28,1.97,356.37,10,2017-09-11T12:00:00Z
JFK,21.86,10.9,49.81,0,102.2,1.69,353.1,10,2017-09-11T13:00:00Z
JFK,22.34,10.62,47.38,0,102.13,1.29,342.77,10,2017-09-11T14:00:00Z
JFK,22.73,10.42,45.62,0,102.07,1.08,301.04,10,2017-09-11T15:00:00Z
JFK,22.82,10.9,46.94,0,102.03,1.14,287.07,10,2017-09-11T16:00:00Z
JFK,22.28,11.67,51.06,0,101.99,0.81,268.33,10,2017-09-11T17:00:00Z
JFK,21.68,11.3,51.69,0,101.95,0.96,228.95,10,2017-09-11T18:00:00Z
JFK,21.21,11.94,55.56,0,101.95,1.44,230.71,10,2017-09-11T19:00:00Z
JFK,20.72,12.78,60.44,0,101.94,1.84,245.72,10,2017-09-11T20:00:00Z
JFK,20.12,13.52,65.88,0,101.9,2.2,266.33,10,2017-09-11T21:00:00Z
JFK,19.6,13.5,68,0,101.87,2.7,285.76,10,2017-09-11T22:00:00Z
JFK,19.19,13.66,70.56,0,101.85,3.08,302.88,10,2017-09-11T23:00:00Z
JFK,18.8,13.9,73.38,0,101.82,3.19,321.87,10,2017-09-12T00:00:00Z
JFK,18.42,14.11,76.06,0,101.75,3.15,340.44,10,2017-09-12T01:00:00Z
JFK,17.87,14.4,80.19,0,101.7,3.24,354.47,10,2017-09-12T02:00:00Z
JFK,17.28,14.77,85.31,0,101.67,3.65,2.82,10,2017-09-12T03:00:00Z
JFK,16.71,15.1,90.38,0,101.64,4.17,7.31,10,2017-09-12T04:00:00Z
JFK,16.23,15.29,94.31,0,101.61,4.64,10.87,10,2017-09-12T05:00:00Z
JFK,16.58,15.48,93.25,0,101.6,4.46,12.33,10,2017-09-12T06:00:00Z
JFK,17.23,15.66,90.62,0,101.58,3.6,8.87,10,2017-09-12T07:00:00Z
JFK,18.44,16.1,86.19,0,101.56,2.87,7.51,10,2017-09-12T08:00:00Z
JFK,20.24,16.51,79.06,0,101.54,2.09,17.62,10,2017-09-12T09:00:00Z
JFK,21.35,16.18,72.38,0,101.52,0.36,344.74,10,2017-09-12T10:00:00Z
JFK,22.26,15.83,67.19,0,101.52,2.37,229.69,10,2017-09-12T11:00:00Z
JFK,22.92,15.83,64.5,0,101.5,3.72,234.41,10,2017-09-12T12:00:00Z
JFK,23.44,15.73,62.19,0,101.41,3.45,243.67,10,2017-09-12T13:00:00Z
JFK,23.73,15.68,61.25,0,101.33,2.87,249.59,10,2017-09-12T14:00:00Z
JFK,23.86,15.22,59.12,0,101.27,2.72,241.3,10,2017-09-12T15:00:00Z
JFK,23.29,15.85,63.44,0,101.22,3.22,224.02,10,2017-09-12T16:00:00Z
JFK,22.01,17.01,73.31,0,101.2,4.39,211.82,10,2017-09-12T17:00:00Z
JFK,21.01,16.35,74.88,0,101.18,5.4,211.99,10,2017-09-12T18:00:00Z
JFK,20.55,16.29,76.75,0,101.19,6.07,216.84,10,2017-09-12T19:00:00Z
JFK,20.15,16.24,78.5,0,101.2,6.68,223.39,10,2017-09-12T20:00:00Z
JFK,19.65,16.26,81.19,0,101.18,6.97,229.73,10,2017-09-12T21:00:00Z
JFK,19.08,16.27,84.12,0,101.16,6.86,236.33,10,2017-09-12T22:00:00Z
JFK,18.65,16.06,85.38,0,101.16,6.44,243.62,10,2017-09-12T23:00:00Z
JFK,18.23,15.77,86.19,0,101.18,5.94,252.33,10,2017-09-13T00:00:00Z
JFK,17.8,15.45,86.75,0,101.18,5.48,261.97,10,2017-09-13T01:00:00Z
JFK,17.48,15.12,86.69,0,101.19,5.01,271.25,10,2017-09-13T02:00:00Z
JFK,17.08,14.7,86.62,0,101.2,4.59,278.82,10,2017-09-13T03:00:00Z
JFK,16.87,14.33,85.75,0,101.22,4.13,282.01,10,2017-09-13T04:00:00Z
JFK,16.96,14.23,84.56,0,101.22,3.75,283.75,10,2017-09-13T05:00:00Z
JFK,17.63,14.54,82.44,0,101.24,3.44,287.86,10,2017-09-13T06:00:00Z
JFK,18.68,14.35,76.25,0,101.23,2.69,285.01,10,2017-09-13T07:00:00Z
JFK,19.97,14.8,72.38,0,101.23,2.43,264.09,10,2017-09-13T08:00:00Z
JFK,21.93,15.6,67.44,0,101.23,3.37,247.83,10,2017-09-13T09:00:00Z
JFK,22.94,15.75,64.19,0,101.21,3.88,236.5,10,2017-09-13T10:00:00Z
JFK,23.37,16.31,64.81,0,101.17,4.11,229.62,10,2017-09-13T11:00:00Z
JFK,23.59,17.02,66.75,0.06,101.12,4.32,223.02,10,2017-09-13T12:00:00Z
JFK,23.79,17.81,69.25,0.2,101.07,4.67,214.86,10,2017-09-13T13:00:00Z
JFK,23.74,18.62,72.94,0.26,101.01,5.21,206.64,10,2017-09-13T14:00:00Z
JFK,23.39,19.38,78.19,0.02,100.98,5.73,201.1,10,2017-09-13T15:00:00Z
JFK,22.83,19.93,83.56,0.02,100.96,5.95,198.36,10,2017-09-13T16:00:00Z
JFK,22.17,20.26,88.81,0.02,100.95,5.82,196.05,10,2017-09-13T17:00:00Z
JFK,21.4,20.37,93.75,0.03,100.98,5.86,196.82,10,2017-09-13T18:00:00Z
JFK,21.05,20.44,96.25,0.07,101.03,5.68,198.93,10,2017-09-13T19:00:00Z
JFK,20.8,20.43,97.56,0.12,101.05,5.39,200.69,10,2017-09-13T20:00:00Z
JFK,20.69,20.38,97.94,0.16,101.04,5.32,204.08,10,2017-09-13T21:00:00Z
JFK,20.63,20.31,97.81,0.14,101.04,5.34,208.48,10,2017-09-13T22:00:00Z
JFK,20.53,20.2,97.88,0.08,101.04,5.34,212.57,10,2017-09-13T23:00:00Z
JFK,20.35,20.08,98.31,0.05,101.05,5.41,215.83,10,2017-09-14T00:00:00Z
JFK,20.24,20.02,98.5,0.03,101.05,5.54,222.49,10,2017-09-14T01:00:00Z
JFK,20.11,19.91,98.69,0.02,101.05,5.36,227.24,10,2017-09-14T02:00:00Z
JFK,19.94,19.76,98.81,0.02,101.06,5.02,226.58,10,2017-09-14T03:00:00Z
JFK,19.76,19.65,99.25,0.03,101.06,4.83,219.02,4,2017-09-14T04:00:00Z
JFK,19.67,19.58,99.5,0.03,101.08,5.12,211.77,10,2017-09-14T05:00:00Z
JFK,20.48,20.04,97.25,0.03,101.1,5.48,211.24,10,2017-09-14T06:00:00Z
JFK,20.98,20.33,95.94,0.02,101.12,5.1,209.63,10,2017-09-14T07:00:00Z
JFK,21.52,20.51,93.88,0.01,101.14,5.09,204.76,10,2017-09-14T08:00:00Z
JFK,22.4,20.55,89.12,0.02,101.14,5.6,205.03,10,2017-09-14T09:00:00Z
JFK,23.3,20.49,84.12,0.06,101.11,5.96,203.31,10,2017-09-14T10:00:00Z
JFK,23.93,20.44,80.75,0.13,101.07,6.6,199.79,10,2017-09-14T11:00:00Z
JFK,24.27,20.34,78.62,0.15,101.03,7.45,198.64,10,2017-09-14T12:00:00Z
JFK,24.36,20.17,77.44,0.15,101,8.14,199.46,10,2017-09-14T13:00:00Z
JFK,24.26,20,77.06,0.14,100.97,8.48,200.49,5,2017-09-14T14:00:00Z
JFK,24.05,19.87,77.5,0.12,100.97,8.52,201.13,0.5,2017-09-14T15:00:00Z
JFK,23.69,19.9,79.31,0.08,100.98,8.1,201.69,0.75,2017-09-14T16:00:00Z
JFK,23.1,20.06,83,0.07,101.01,7.77,202.1,3,2017-09-14T17:00:00Z
JFK,22.33,19.95,86.44,0.11,101.08,7.78,205.95,5,2017-09-14T18:00:00Z
JFK,22,19.85,87.62,0.12,101.16,7.76,211.37,7,2017-09-14T19:00:00Z
JFK,21.65,19.65,88.5,0.13,101.22,7.47,216.92,8,2017-09-14T20:00:00Z
JFK,21.25,19.4,89.31,0.15,101.25,6.96,224.73,8,2017-09-14T21:00:00Z
JFK,20.89,19.22,90.25,0.16,101.27,6.49,231.01,10,2017-09-14T22:00:00Z
JFK,20.57,19.15,91.69,0.14,101.3,6.16,234.66,10,2017-09-14T23:00:00Z
JFK,20.33,19.14,93.06,0.15,101.32,5.72,237.44,10,2017-09-15T00:00:00Z
JFK,20.13,19.15,94.19,0.12,101.33,5.2,239.51,10,2017-09-15T01:00:00Z
JFK,19.93,19.12,95.25,0.1,101.35,4.71,241.48,10,2017-09-15T02:00:00Z
JFK,19.75,19.07,96,0.06,101.38,4.23,244.15,10,2017-09-15T03:00:00Z
JFK,19.6,18.99,96.44,0.03,101.42,3.72,247.64,10,2017-09-15T04:00:00Z
JFK,19.45,18.91,96.88,0.02,101.47,3.19,253.21,10,2017-09-15T05:00:00Z
JFK,19.98,19.12,94.88,0.01,101.52,2.6,257.68,10,2017-09-15T06:00:00Z
JFK,20.69,19.37,92.12,0.01,101.57,1.86,249.36,10,2017-09-15T07:00:00Z
JFK,22.09,19.51,85.31,0.01,101.62,2.11,236.96,10,2017-09-15T08:00:00Z
JFK,23.15,19.44,79.75,0.01,101.65,2.39,225,10,2017-09-15T09:00:00Z
JFK,23.78,19.33,76.25,0,101.65,2.81,210.64,10,2017-09-15T10:00:00Z
JFK,24.16,19.26,74.12,0,101.64,3.47,199.05,10,2017-09-15T11:00:00Z
JFK,24.34,19.28,73.44,0,101.62,4.19,192.17,10,2017-09-15T12:00:00Z
JFK,24.34,19.39,73.94,0,101.59,4.75,188.89,10,2017-09-15T13:00:00Z
JFK,24.16,19.54,75.44,0,101.58,5.06,186.83,10,2017-09-15T14:00:00Z
JFK,23.85,19.64,77.38,0,101.58,5.1,185.36,10,2017-09-15T15:00:00Z
JFK,23.57,19.76,79.19,0,101.6,4.95,184.34,10,2017-09-15T16:00:00Z
JFK,22.98,20.01,83.31,0,101.64,4.94,179.73,10,2017-09-15T17:00:00Z
JFK,22.12,20.04,87.88,0,101.67,5.18,177.84,10,2017-09-15T18:00:00Z
JFK,21.79,20.05,89.75,0.01,101.73,5.08,180.79,10,2017-09-15T19:00:00Z
JFK,21.55,20.08,91.25,0.01,101.75,4.78,185.16,10,2017-09-15T20:00:00Z
JFK,21.34,20.09,92.44,0.01,101.76,4.51,189.58,10,2017-09-15T21:00:00Z
JFK,21.16,20.06,93.25,0.01,101.77,4.27,192.59,10,2017-09-15T22:00:00Z
JFK,21.01,20.02,93.94,0,101.78,4.03,193.9,10,2017-09-15T23:00:00Z
JFK,20.88,19.99,94.56,0,101.79,3.74,195.26,10,2017-09-16T00:00:00Z
JFK,20.77,19.98,95.12,0,101.8,3.29,198.99,10,2017-09-16T01:00:00Z
JFK,20.73,19.95,95.12,0,101.81,2.66,205.81,10,2017-09-16T02:00:00Z
JFK,20.75,19.89,94.75,0,101.83,1.91,215.51,10,2017-09-16T03:00:00Z
JFK,20.7,19.77,94.31,0.01,101.85,1.02,223.13,10,2017-09-16T04:00:00Z
JFK,20.56,19.72,94.81,0.01,101.87,0.19,133.36,10,2017-09-16T05:00:00Z
JFK,20.71,19.94,95.31,0.01,101.9,1.22,82.28,10,2017-09-16T06:00:00Z
JFK,21.44,20.08,91.88,0.01,101.94,1.88,89.29,10,2017-09-16T07:00:00Z
JFK,22.38,20.07,86.62,0.05,101.98,2.26,99.95,10,2017-09-16T08:00:00Z
JFK,23.03,20.09,83.44,0.08,102,2.5,108.94,10,2017-09-16T09:00:00Z
JFK,23.42,19.98,81,0.08,102,2.7,114.49,9,2017-09-16T10:00:00Z
JFK,23.65,19.73,78.56,0.11,101.97,2.82,118.62,8,2017-09-16T11:00:00Z
JFK,23.75,19.61,77.56,0.11,101.92,2.93,123.69,6,2017-09-16T12:00:00Z
JFK,23.65,19.51,77.56,0.08,101.88,3.02,127.43,5,2017-09-16T13:00:00Z
JFK,23.51,19.44,77.81,0.04,101.85,2.97,128.8,6,2017-09-16T14:00:00Z
