origin,temp,dewpoint,humidity,precip,pressure,wind_speed,wind_dir,visib,time_hour
EWR,3.19,0.19,80.62,0.01,100.63,8.53,233.91,10,2017-01-01T00:00:00Z
EWR,3.12,0.27,81.5,0,100.65,7.5,236.77,10,2017-01-01T01:00:00Z
EWR,2.31,0.23,86.12,0,100.68,6.68,235.68,10,2017-01-01T02:00:00Z
EWR,1.22,-0.12,90.75,0,100.73,7.11,243.07,10,2017-01-01T03:00:00Z
EWR,0.65,-0.24,93.69,0,100.82,7.21,248.13,10,2017-01-01T04:00:00Z
EWR,0.33,-0.2,96.19,0,100.95,7.27,252.09,10,2017-01-01T05:00:00Z
EWR,0.29,-0.12,97,0,101.07,7.74,257.04,10,2017-01-01T06:00:00Z
EWR,1.38,0.3,92.38,0.09,101.19,7.69,266.8,10,2017-01-01T07:00:00Z
EWR,2.84,1.11,88.31,0.04,101.33,6.67,276.32,10,2017-01-01T08:00:00Z
EWR,4.87,1.92,81.12,0.02,101.47,5.79,284.94,10,2017-01-01T09:00:00Z
EWR,6.36,0.24,65,0.01,101.57,6.41,294.72,10,2017-01-01T10:00:00Z
EWR,6.96,-1.35,55.44,0,101.6,5.69,296.14,10,2017-01-01T11:00:00Z
EWR,7.4,-2.05,51,0,101.61,4.98,296.16,10,2017-01-01T12:00:00Z
EWR,7.69,-2.35,48.88,0,101.66,4.36,295.92,10,2017-01-01T13:00:00Z
EWR,7.62,-2.27,49.44,0,101.73,3.73,299.63,10,2017-01-01T14:00:00Z
EWR,6.27,0.8,68.31,0,101.83,3.12,313.58,10,2017-01-01T15:00:00Z
EWR,4.24,-1.89,64.38,0,101.93,2.89,330.18,10,2017-01-01T16:00:00Z
EWR,3.65,-3.17,60.69,0,102.05,2.81,348.28,10,2017-01-01T17:00:00Z
EWR,2.88,-3.54,62.38,0,102.13,3.08,17.7,10,2017-01-01T18:00:00Z
EWR,2.05,-3.74,65.12,0,102.19,3.42,43.06,10,2017-01-01T19:00:00Z
EWR,1.4,-3.74,68.25,0,102.24,3.68,60.06,10,2017-01-01T20:00:00Z
EWR,1,-3.49,71.5,0,102.31,3.88,70.62,10,2017-01-01T21:00:00Z
EWR,0.21,-2.95,78.94,0,102.34,4.6,74.92,10,2017-01-01T22:00:00Z
EWR,0.06,-2.24,84.19,0,102.35,5.52,76.34,10,2017-01-01T23:00:00Z
EWR,0.5,-1.63,85.44,0,102.3,6.3,79.79,10,2017-01-02T00:00:00Z
EWR,0.51,-1.28,87.75,0,102.33,5.97,86.1,10,2017-01-02T01:00:00Z
EWR,0.48,-0.95,90.06,0,102.37,5.6,89.52,10,2017-01-02T02:00:00Z
EWR,0.75,-0.48,91.44,0,102.34,5.84,89.39,10,2017-01-02T03:00:00Z
EWR,1.16,0.06,92.31,0,102.32,5.78,87.75,10,2017-01-02T04:00:00Z
EWR,1.1,0.5,95.75,0.01,102.36,5.49,86.73,10,2017-01-02T05:00:00Z
EWR,2.08,1.06,92.94,0.24,102.42,5.25,84.19,10,2017-01-02T06:00:00Z
EWR,2.37,1.35,92.94,0.05,102.45,4.93,79.78,10,2017-01-02T07:00:00Z
EWR,2.77,1.69,92.62,0.11,102.46,4.92,80.21,10,2017-01-02T08:00:00Z
EWR,3.38,2.16,91.81,0.23,102.46,5.05,83.34,10,2017-01-02T09:00:00Z
EWR,3.87,2.67,91.88,0.47,102.45,4.85,79.32,10,2017-01-02T10:00:00Z
EWR,4.15,3.06,92.69,0.81,102.36,4.81,72.8,10,2017-01-02T11:00:00Z
EWR,4.19,3.29,93.88,0.83,102.29,4.97,66.98,10,2017-01-02T12:00:00Z
EWR,4.02,3.3,95,0.68,102.24,5.45,64.79,10,2017-01-02T13:00:00Z
EWR,3.8,3.18,95.69,0.7,102.18,5.75,63.96,10,2017-01-02T14:00:00Z
EWR,3.63,3.08,96.25,0.65,102.12,5.89,61.46,10,2017-01-02T15:00:00Z
EWR,3.39,2.96,97.06,0.54,102.1,6,57.01,10,2017-01-02T16:00:00Z
EWR,3.18,2.8,97.56,0.44,102.11,6.03,50.04,10,2017-01-02T17:00:00Z
EWR,2.99,2.64,97.81,0.38,102.1,6.04,45,10,2017-01-02T18:00:00Z
EWR,2.91,2.57,97.88,0.39,102.04,6.36,44.9,10,2017-01-02T19:00:00Z
EWR,3.27,2.89,97.5,0.33,101.96,7.42,53.48,10,2017-01-02T20:00:00Z
EWR,3.45,3.12,97.75,0.29,101.89,7.14,51.58,9,2017-01-02T21:00:00Z
EWR,3.54,3.23,97.88,0.26,101.81,6.84,47.64,10,2017-01-02T22:00:00Z
EWR,3.67,3.32,97.62,0.22,101.68,7.38,51.44,10,2017-01-02T23:00:00Z
EWR,3.85,3.5,97.69,0.15,101.59,7.56,56.59,9,2017-01-03T00:00:00Z
EWR,4,3.64,97.69,0.14,101.51,7.59,58.63,8,2017-01-03T01:00:00Z
EWR,4.18,3.83,97.69,0.2,101.46,7.31,57.48,8,2017-01-03T02:00:00Z
EWR,4.25,3.9,97.69,0.23,101.34,7.52,55.58,5,2017-01-03T03:00:00Z
EWR,4.3,3.94,97.62,0.22,101.22,7.79,54.43,5,2017-01-03T04:00:00Z
EWR,4.29,3.92,97.62,0.19,101.17,7.81,54.28,2.5,2017-01-03T05:00:00Z
EWR,4.2,3.87,97.88,0.21,101.12,7.24,51.62,4,2017-01-03T06:00:00Z
EWR,4.07,3.76,98.06,0.25,101.03,6.68,47.89,3,2017-01-03T07:00:00Z
EWR,4.14,3.81,98,0.27,100.91,6.84,48.15,3,2017-01-03T08:00:00Z
EWR,4.53,4.11,97.44,0.13,100.78,7.26,55.35,4,2017-01-03T09:00:00Z
EWR,5.37,4.83,96.62,0.33,100.63,8.92,64.87,6,2017-01-03T10:00:00Z
EWR,6.12,5.46,95.69,1.17,100.42,8.67,64.94,6,2017-01-03T11:00:00Z
EWR,6.37,5.62,95,2.66,100.17,8.19,57.07,2.5,2017-01-03T12:00:00Z
EWR,6.39,5.61,94.88,4.41,99.97,7.26,44.87,3,2017-01-03T13:00:00Z
EWR,6.19,5.48,95.38,2.99,99.86,5.75,31.51,5,2017-01-03T14:00:00Z
EWR,5.92,5.34,96.19,0.3,99.68,6.21,43.88,4,2017-01-03T15:00:00Z
EWR,5.94,5.53,97.25,0.13,99.57,6.33,50.86,3,2017-01-03T16:00:00Z
EWR,5.8,5.53,98.12,0.11,99.5,5.02,37.92,3,2017-01-03T17:00:00Z
EWR,5.48,5.21,98.25,0.08,99.41,4.61,20.95,3,2017-01-03T18:00:00Z
EWR,5,4.74,98.25,0.05,99.35,3.77,4.28,4,2017-01-03T19:00:00Z
EWR,4.58,4.26,97.94,0.02,99.3,3,339.86,4,2017-01-03T20:00:00Z
EWR,4.22,3.84,97.44,0.02,99.26,2.96,307.17,4,2017-01-03T21:00:00Z
EWR,3.96,3.54,97.12,0.07,99.22,3.36,284,1.5,2017-01-03T22:00:00Z
EWR,3.76,3.34,97.12,0.08,99.17,3.99,270.9,2.5,2017-01-03T23:00:00Z
EWR,3.59,3.2,97.31,0.01,99.14,4.47,265.49,2,2017-01-04T00:00:00Z
EWR,3.24,3,98.38,0,99.11,4.72,260.27,4,2017-01-04T01:00:00Z
EWR,2.98,2.87,99.44,0,99.08,4.97,254.13,3,2017-01-04T02:00:00Z
EWR,3.1,2.98,99.31,0,99.07,5.06,248.43,7,2017-01-04T03:00:00Z
EWR,3.71,3.44,98.19,0,99.09,5.87,250.24,1.75,2017-01-04T04:00:00Z
EWR,4.49,4.05,96.88,0.01,99.15,6.62,251.05,1.5,2017-01-04T05:00:00Z
EWR,4.81,4.4,97.06,0.01,99.21,6.73,254.79,10,2017-01-04T06:00:00Z
EWR,4.62,4.4,98.44,0.02,99.23,5.78,261.92,2,2017-01-04T07:00:00Z
EWR,5.1,4.54,96.06,0,99.24,4.88,264.12,2,2017-01-04T08:00:00Z
EWR,6.01,4.74,91.44,0,99.29,5.16,265.75,2.5,2017-01-04T09:00:00Z
EWR,7.16,4.95,85.75,0,99.35,5.63,263.06,2.5,2017-01-04T10:00:00Z
EWR,8.23,4.64,78.06,0,99.36,6.88,267.2,3,2017-01-04T11:00:00Z
EWR,9.13,3.9,69.75,0,99.35,8.03,271.56,6,2017-01-04T12:00:00Z
EWR,9.43,3.19,64.94,0,99.35,8.73,274.78,8,2017-01-04T13:00:00Z
EWR,9.16,2.7,63.88,0,99.39,9.19,276.25,9,2017-01-04T14:00:00Z
EWR,8.15,1.9,64.75,0,99.45,9.69,276.11,10,2017-01-04T15:00:00Z
EWR,6.22,0.14,65.31,0,99.53,10.16,277.25,10,2017-01-04T16:00:00Z
EWR,4.48,-1.43,65.62,0,99.64,9.95,279.99,10,2017-01-04T17:00:00Z
EWR,3.17,-2.62,65.69,0,99.76,9.94,282.11,10,2017-01-04T18:00:00Z
EWR,1.92,-3.72,66,0,99.88,9.96,282.31,8,2017-01-04T19:00:00Z
EWR,0.8,-4.78,65.88,0,99.96,9.68,280.28,6,2017-01-04T20:00:00Z
EWR,-0.03,-5.49,66.06,0,100.03,9.41,276.72,6,2017-01-04T21:00:00Z
EWR,-0.76,-6.02,67.25,0,100.1,9.17,273.61,7,2017-01-04T22:00:00Z
EWR,-1.48,-6.7,67.38,0,100.18,9.04,272.53,10,2017-01-04T23:00:00Z
EWR,-2.13,-7.21,68.06,0,100.24,8.85,272.33,10,2017-01-05T00:00:00Z
EWR,-2.67,-7.49,69.5,0,100.32,8.58,273.29,10,2017-01-05T01:00:00Z
EWR,-2.99,-7.67,70.25,0,100.42,8.27,275.04,10,2017-01-05T02:00:00Z
EWR,-3.2,-7.85,70.5,0,100.51,7.92,273.34,10,2017-01-05T03:00:00Z
EWR,-3.45,-7.98,71.19,0,100.59,7.61,272.12,10,2017-01-05T04:00:00Z
EWR,-3.78,-8.05,72.81,0,100.68,7.21,274.04,10,2017-01-05T05:00:00Z
EWR,-4.06,-8.09,74.25,0,100.78,6.77,278.29,10,2017-01-05T06:00:00Z
EWR,-4.17,-7.99,75.5,0,100.84,6.2,278.41,10,2017-01-05T07:00:00Z
EWR,-2.88,-8.32,65.88,0,100.88,6.03,278.41,10,2017-01-05T08:00:00Z
EWR,-1.75,-9.24,55.62,0,100.92,6.31,277.9,10,2017-01-05T09:00:00Z
EWR,-1.56,-9.35,54.19,0,100.92,5.85,272.53,10,2017-01-05T10:00:00Z
EWR,-1.46,-9.29,54.06,0,100.86,5.56,267.91,10,2017-01-05T11:00:00Z
EWR,-1.17,-9.19,53.19,0,100.79,5.43,263.89,10,2017-01-05T12:00:00Z
EWR,-0.9,-9.01,52.81,0,100.76,5.26,258.52,10,2017-01-05T13:00:00Z
EWR,-0.95,-8.7,54.38,0,100.75,4.79,252.54,10,2017-01-05T14:00:00Z
EWR,-1.49,-7.81,61.38,0,100.75,4.39,249.83,10,2017-01-05T15:00:00Z
EWR,-2.06,-6.55,71.31,0,100.83,4.44,258.43,10,2017-01-05T16:00:00Z
EWR,-2.54,-5.56,80.5,0,100.88,4.43,257.04,10,2017-01-05T17:00:00Z
EWR,-2.61,-5.33,82.44,0,100.89,4.22,247,10,2017-01-05T18:00:00Z
EWR,-2.88,-5.3,84.5,0.01,100.86,4.22,234.04,10,2017-01-05T19:00:00Z
EWR,-2.32,-5.19,81.38,0.03,100.86,4.38,238.12,10,2017-01-05T20:00:00Z
EWR,-1.97,-4.76,81.81,0.05,100.85,3.91,245.94,10,2017-01-05T21:00:00Z
EWR,-1.96,-4.29,84.94,0.1,100.85,3.36,250.55,10,2017-01-05T22:00:00Z
EWR,-1.9,-4.01,86.31,0.15,100.83,2.71,261.22,10,2017-01-05T23:00:00Z
EWR,-1.95,-3.83,87.94,0.2,100.78,2.25,280.22,10,2017-01-06T00:00:00Z
EWR,-1.9,-3.7,88.5,0.26,100.75,2.21,307.68,10,2017-01-06T01:00:00Z
EWR,-1.88,-3.56,89.38,0.28,100.76,2.7,332.1,10,2017-01-06T02:00:00Z
EWR,-1.87,-3.48,89.88,0.22,100.74,3.4,346.57,10,2017-01-06T03:00:00Z
EWR,-1.98,-3.4,91.19,0.13,100.77,4.26,350.28,10,2017-01-06T04:00:00Z
EWR,-2.17,-3.6,91.25,0.12,100.85,4.82,354.05,10,2017-01-06T05:00:00Z
EWR,-2.6,-4.86,85.88,0.07,100.91,5.54,357.57,10,2017-01-06T06:00:00Z
EWR,-2.92,-5.61,83.12,0.02,100.97,5.51,355.12,10,2017-01-06T07:00:00Z
EWR,-2.43,-6.36,75,0,101.05,5.74,351.86,10,2017-01-06T08:00:00Z
EWR,-1.49,-7.3,64.19,0,101.09,5.5,349.36,10,2017-01-06T09:00:00Z
EWR,-0.49,-7.74,56.88,0,101.12,5.13,342.01,10,2017-01-06T10:00:00Z
EWR,0.24,-7.77,53.56,0,101.11,4.93,331.28,10,2017-01-06T11:00:00Z
EWR,0.73,-7.7,52,0,101.06,4.58,322.21,10,2017-01-06T12:00:00Z
EWR,0.85,-7.63,51.75,0,101.08,4.55,314.37,9,2017-01-06T13:00:00Z
EWR,0.3,-7.49,54.44,0,101.14,4.39,312.4,1.5,2017-01-06T14:00:00Z
EWR,-0.45,-6.8,61.25,0,101.26,4.13,307.85,1.5,2017-01-06T15:00:00Z
EWR,-1.5,-5.87,71.94,0,101.36,4.1,310.44,2.5,2017-01-06T16:00:00Z
EWR,-2.15,-6.08,74.69,0,101.4,4.19,323.94,8,2017-01-06T17:00:00Z
EWR,-3.45,-6.4,81,0,101.53,4.5,328.27,6,2017-01-06T18:00:00Z
EWR,-3.78,-6.65,81.69,0,101.7,5.12,328.98,10,2017-01-06T19:00:00Z
EWR,-3.19,-7.16,74.62,0,101.78,4.95,337.16,6,2017-01-06T20:00:00Z
EWR,-3.33,-8.27,69.06,0,101.78,4.93,351.52,9,2017-01-06T21:00:00Z
EWR,-3.9,-8.6,70.44,0,101.79,4.89,354.96,10,2017-01-06T22:00:00Z
EWR,-4.08,-8.45,72.25,0,101.91,4.75,349.87,10,2017-01-06T23:00:00Z
EWR,-4.18,-9.1,69.06,0,101.87,5.4,2.57,10,2017-01-07T00:00:00Z
EWR,-4.27,-9.82,65.44,0,101.82,5.94,14.62,10,2017-01-07T01:00:00Z
EWR,-4.19,-10.14,63.25,0,101.92,5.79,15.09,10,2017-01-07T02:00:00Z
EWR,-4.29,-10.35,62.62,0,101.98,5.81,14.48,10,2017-01-07T03:00:00Z
EWR,-4.53,-10.53,62.94,0.01,101.94,5.97,19.98,10,2017-01-07T04:00:00Z
EWR,-4.82,-10.41,65.12,0.03,101.97,5.64,21.8,10,2017-01-07T05:00:00Z
EWR,-5.16,-10.15,68.56,0.02,101.96,5.99,24.93,10,2017-01-07T06:00:00Z
EWR,-5.43,-9.86,71.94,0.24,101.89,6.28,25.58,10,2017-01-07T07:00:00Z
EWR,-5.54,-9.54,74.75,0.4,101.91,6.27,27.87,10,2017-01-07T08:00:00Z
EWR,-5.57,-9.3,76.69,0.58,101.97,5.89,23.71,10,2017-01-07T09:00:00Z
EWR,-5.55,-9.06,78.12,0.49,101.9,6.39,16.91,10,2017-01-07T10:00:00Z
EWR,-5.36,-8.93,77.75,0.49,101.68,7.17,12.01,10,2017-01-07T11:00:00Z
EWR,-5.02,-8.81,76.31,0.44,101.49,7.64,7.1,10,2017-01-07T12:00:00Z
EWR,-4.88,-8.67,76.25,0.57,101.42,7.83,1.71,10,2017-01-07T13:00:00Z
EWR,-4.81,-8.43,77.19,0.71,101.42,7.78,358.56,10,2017-01-07T14:00:00Z
EWR,-5.05,-8.24,80,0.75,101.37,7.99,356.25,10,2017-01-07T15:00:00Z
EWR,-5.5,-7.91,85.44,0.44,101.35,7.74,349.53,10,2017-01-07T16:00:00Z
EWR,-5.77,-7.81,88.06,0.32,101.36,8.07,344.21,10,2017-01-07T17:00:00Z
EWR,-5.84,-7.95,87.56,0.21,101.38,8.49,340.67,10,2017-01-07T18:00:00Z
EWR,-5.88,-8.24,85.81,0.08,101.42,8.48,338.66,10,2017-01-07T19:00:00Z
EWR,-6.06,-8.63,84.38,0.02,101.42,8.46,337.23,10,2017-01-07T20:00:00Z
EWR,-6.74,-9.21,85.19,0.01,101.43,8.42,335.22,10,2017-01-07T21:00:00Z
EWR,-7.34,-9.75,85.75,0,101.46,8.19,331.7,8,2017-01-07T22:00:00Z
EWR,-8.16,-10.45,86.81,0,101.51,8.04,327.75,1.25,2017-01-07T23:00:00Z
EWR,-8.81,-10.95,88,0,101.56,7.88,324.32,0.5,2017-01-08T00:00:00Z
EWR,-9.11,-11.31,87.69,0,101.64,7.89,320.18,0.75,2017-01-08T01:00:00Z
EWR,-9.3,-11.62,86.62,0,101.7,7.87,316.49,0.75,2017-01-08T02:00:00Z
EWR,-9.5,-11.87,86.06,0,101.72,7.67,312.61,0.75,2017-01-08T03:00:00Z
EWR,-9.76,-11.99,87,0,101.75,7.4,308.7,0.5,2017-01-08T04:00:00Z
EWR,-10.07,-12.05,88.88,0,101.78,7.19,303.71,0.75,2017-01-08T05:00:00Z
EWR,-10.24,-12.01,90.38,0,101.84,7.04,297.7,1.25,2017-01-08T06:00:00Z
EWR,-10.04,-11.92,89.5,0,101.91,7.07,291.66,1.25,2017-01-08T07:00:00Z
EWR,-8.6,-11.41,82.44,0,101.97,7.7,287.79,1.5,2017-01-08T08:00:00Z
EWR,-7.64,-11.63,74.38,0,102.03,8.47,289.05,2,2017-01-08T09:00:00Z
EWR,-6.95,-11.84,68.75,0,102.07,8.57,290.71,5,2017-01-08T10:00:00Z
EWR,-6.34,-11.67,66.12,0,102.01,8.83,291.11,10,2017-01-08T11:00:00Z
EWR,-5.79,-11.35,64.88,0,101.95,9.25,292.75,10,2017-01-08T12:00:00Z
EWR,-5.49,-11.21,64.06,0,101.95,9.67,295.51,10,2017-01-08T13:00:00Z
EWR,-5.32,-11.22,63.06,0.01,102.03,9.66,295.88,10,2017-01-08T14:00:00Z
EWR,-5.52,-11.18,64.25,0,102.17,9.24,294.59,10,2017-01-08T15:00:00Z
EWR,-5.93,-11,67.62,0,102.31,9.12,294.98,10,2017-01-08T16:00:00Z
EWR,-6.35,-10.95,70.44,0,102.45,9.08,300.01,10,2017-01-08T17:00:00Z
EWR,-6.91,-11.13,72.69,0,102.58,8.72,308.85,10,2017-01-08T18:00:00Z
EWR,-7.6,-11.89,72.25,0,102.7,8.56,316.89,10,2017-01-08T19:00:00Z
EWR,-8.24,-12.55,72.19,0,102.81,8.23,317.5,10,2017-01-08T20:00:00Z
EWR,-8.84,-12.78,74.31,0,102.9,7.58,315.13,10,2017-01-08T21:00:00Z
EWR,-9.27,-12.74,77.5,0,102.98,7.13,311,10,2017-01-08T22:00:00Z
EWR,-9.63,-12.67,80.5,0,103.05,6.95,306.55,10,2017-01-08T23:00:00Z
EWR,-9.97,-12.7,82.75,0,103.11,6.82,303.22,10,2017-01-09T00:00:00Z
EWR,-10.35,-12.91,84.06,0,103.18,6.58,302.05,10,2017-01-09T01:00:00Z
EWR,-10.71,-13.13,85.19,0,103.23,6.13,300.49,10,2017-01-09T02:00:00Z
EWR,-11.16,-13.2,87.94,0,103.25,5.56,297.29,10,2017-01-09T03:00:00Z
EWR,-11.53,-13.27,90.12,0,103.25,5.02,300.52,10,2017-01-09T04:00:00Z
EWR,-11.9,-13.31,92.56,0,103.27,4.41,306.57,10,2017-01-09T05:00:00Z
EWR,-12.14,-13.38,93.94,0,103.3,3.85,308.08,10,2017-01-09T06:00:00Z
EWR,-11.86,-13.38,91.5,0,103.33,3.18,306.11,10,2017-01-09T07:00:00Z
EWR,-9.94,-13.65,75.19,0,103.39,2.9,306.22,10,2017-01-09T08:00:00Z
EWR,-7.88,-13,66.62,0,103.45,2.7,303.55,10,2017-01-09T09:00:00Z
EWR,-7.08,-12.92,62.56,0.01,103.46,2.23,284.18,10,2017-01-09T10:00:00Z
EWR,-6.56,-12.7,61,0.02,103.39,2.16,253.8,10,2017-01-09T11:00:00Z
EWR,-6.02,-12.27,60.56,0.02,103.29,2.71,231.08,10,2017-01-09T12:00:00Z
EWR,-5.61,-11.94,60.25,0.02,103.21,3.15,217.84,10,2017-01-09T13:00:00Z
EWR,-5.52,-11.63,61.5,0.02,103.17,3.44,209.54,10,2017-01-09T14:00:00Z
EWR,-5.77,-11.37,64.38,0.01,103.18,3.78,203.91,10,2017-01-09T15:00:00Z
EWR,-6.63,-11.48,68.75,0,103.21,4.16,203.24,10,2017-01-09T16:00:00Z
EWR,-7.1,-11.23,73.25,0,103.25,4.4,204.97,10,2017-01-09T17:00:00Z
EWR,-7.46,-10.93,77.62,0,103.26,4.69,207.89,10,2017-01-09T18:00:00Z
EWR,-8.28,-10.88,83.81,0,103.24,5.06,213.03,10,2017-01-09T19:00:00Z
EWR,-9.01,-10.85,89.56,0,103.2,5.27,217.84,10,2017-01-09T20:00:00Z
EWR,-9.41,-10.86,92.81,0,103.16,5.48,221.19,10,2017-01-09T21:00:00Z
EWR,-9.55,-10.85,94.12,0,103.13,5.37,224.17,10,2017-01-09T22:00:00Z
EWR,-9.51,-10.81,94.12,0,103.06,5.09,222.01,10,2017-01-09T23:00:00Z
EWR,-9.83,-10.93,95.81,0.01,103.06,5.06,225.69,10,2017-01-10T00:00:00Z
EWR,-9.93,-10.96,96.38,0.01,103.12,5.06,229.13,10,2017-01-10T01:00:00Z
EWR,-9.6,-10.81,94.75,0.01,103.1,4.54,220.4,10,2017-01-10T02:00:00Z
EWR,-9.3,-10.69,93.19,0,103.07,4.3,210.43,10,2017-01-10T03:00:00Z
EWR,-9.1,-10.57,92.44,0,103.07,3.66,205.25,10,2017-01-10T04:00:00Z
EWR,-8.54,-10.47,88.69,0,103.05,2.96,194.66,10,2017-01-10T05:00:00Z
EWR,-7.85,-10.2,85.56,0,103.01,2.7,178.01,10,2017-01-10T06:00:00Z
EWR,-7.1,-9.68,84.12,0,103.04,2.51,179.29,10,2017-01-10T07:00:00Z
EWR,-5.94,-8.72,83.06,0,103.01,2.94,175.27,10,2017-01-10T08:00:00Z
EWR,-4,-7.88,75.81,0,103,3.96,180.45,10,2017-01-10T09:00:00Z
EWR,-1.95,-6.72,70.25,0,102.95,5.04,183.91,10,2017-01-10T10:00:00Z
EWR,-0.16,-5.31,67.88,0,102.81,5.77,187.39,10,2017-01-10T11:00:00Z
EWR,0.94,-4.27,67.81,0,102.67,6.09,188.77,10,2017-01-10T12:00:00Z
EWR,1.61,-3.62,68.06,0,102.57,6.28,187.94,10,2017-01-10T13:00:00Z
EWR,1.76,-2.88,71.19,0,102.48,5.83,184.61,10,2017-01-10T14:00:00Z
EWR,1.23,-2.05,78.75,0,102.4,5.57,179.84,10,2017-01-10T15:00:00Z
EWR,0.54,-1.78,84.38,0.01,102.3,5.76,172.75,10,2017-01-10T16:00:00Z
EWR,0.51,-1.29,87.88,0,102.23,5.74,169.18,10,2017-01-10T17:00:00Z
EWR,0.46,-0.7,92.12,0,102.15,6.03,170.83,10,2017-01-10T18:00:00Z
EWR,0.63,-0.04,95.62,0,102.06,6.42,176.37,10,2017-01-10T19:00:00Z
EWR,1.05,0.67,97.88,0,101.97,6.85,183.34,10,2017-01-10T20:00:00Z
EWR,1.33,1.15,99.12,0,101.89,7.23,188.77,10,2017-01-10T21:00:00Z
EWR,1.87,1.4,97,0,101.8,8.8,194.91,10,2017-01-10T22:00:00Z
EWR,2.79,1.58,91.94,0.01,101.72,11.06,204.14,10,2017-01-10T23:00:00Z
EWR,2.92,1.97,93.5,0.07,101.61,11.25,207.83,10,2017-01-11T00:00:00Z
EWR,3.27,2.62,95.5,1.27,101.54,11.69,208.67,10,2017-01-11T01:00:00Z
EWR,4.12,3.62,96.5,3.42,101.52,12.41,213.34,10,2017-01-11T02:00:00Z
EWR,4.48,4.07,97.12,1.84,101.56,12.31,221.6,10,2017-01-11T03:00:00Z
EWR,4.53,4.17,97.5,0.22,101.61,11.53,228.96,10,2017-01-11T04:00:00Z
EWR,4,3.83,98.81,0,101.71,9.86,234.77,10,2017-01-11T05:00:00Z
EWR,3.04,3.19,100,0,101.82,8.15,234.13,10,2017-01-11T06:00:00Z
EWR,2.32,2.58,100,0,101.9,6.7,230.68,10,2017-01-11T07:00:00Z
EWR,2.73,2.56,98.75,0.01,102.02,5.46,236.15,10,2017-01-11T08:00:00Z
EWR,3.16,2.77,97.25,0,102.09,4.46,239.12,9,2017-01-11T09:00:00Z
EWR,4.36,3.51,94.19,0,102.11,4.52,240.24,10,2017-01-11T10:00:00Z
EWR,5.94,4.45,89.94,0,102.04,4.19,241.86,10,2017-01-11T11:00:00Z
EWR,7.05,5.19,87.81,0,101.97,3.38,241.72,10,2017-01-11T12:00:00Z
EWR,7.66,5.73,87.44,0,101.9,2.77,222.95,10,2017-01-11T13:00:00Z
EWR,5.92,5.14,94.56,0,101.89,3.61,190.85,10,2017-01-11T14:00:00Z
EWR,4.19,4.55,100,0,101.89,5.41,180.33,4,2017-01-11T15:00:00Z
EWR,2.01,3.86,100,0,101.86,6.49,174.82,4,2017-01-11T16:00:00Z
EWR,2.14,3.86,100,0,101.86,6.94,173.41,8,2017-01-11T17:00:00Z
EWR,2.71,3.98,100,0,101.87,6.66,177.38,10,2017-01-11T18:00:00Z
EWR,3.23,4.04,100,0.04,101.9,6.38,187.25,10,2017-01-11T19:00:00Z
EWR,3.98,4.32,100,0.68,101.79,6.85,183.07,10,2017-01-11T20:00:00Z
EWR,3.93,4.12,100,1.52,101.77,7.14,194.31,10,2017-01-11T21:00:00Z
EWR,3.96,4.06,100,1.98,101.64,7.19,190.71,10,2017-01-11T22:00:00Z
EWR,4.81,4.69,99.12,1.71,101.52,8.93,199.37,10,2017-01-11T23:00:00Z
EWR,5.63,5.48,98.94,0.3,101.45,9.33,208.78,10,2017-01-12T00:00:00Z
EWR,5.79,5.87,100,0.08,101.41,8.84,207.52,10,2017-01-12T01:00:00Z
EWR,6.98,6.96,99.88,0.44,101.39,10.49,211.48,10,2017-01-12T02:00:00Z
EWR,7.62,7.57,99.62,0.7,101.36,10.9,217.26,10,2017-01-12T03:00:00Z
EWR,8.26,8.17,99.25,0.24,101.32,11.17,217.95,10,2017-01-12T04:00:00Z
EWR,8.4,8.34,99.5,0.07,101.29,10.91,218.17,10,2017-01-12T05:00:00Z
EWR,8.45,8.4,99.5,0.11,101.28,10.46,218.97,10,2017-01-12T06:00:00Z
EWR,8.47,8.4,99.44,0.03,101.27,10.04,220.33,10,2017-01-12T07:00:00Z
EWR,9.17,8.74,96.94,0.02,101.28,9.63,222.9,10,2017-01-12T08:00:00Z
EWR,10.4,9.44,93.56,0.01,101.25,9.53,226.76,10,2017-01-12T09:00:00Z
EWR,11.62,10.14,90.5,0,101.21,9.31,228.3,10,2017-01-12T10:00:00Z
EWR,12.51,10.69,88.5,0,101.1,9.37,224.32,4,2017-01-12T11:00:00Z
EWR,14.33,11.55,83.25,0,100.96,9.97,221.22,4,2017-01-12T12:00:00Z
EWR,15.66,12.23,79.88,0.01,100.94,10.66,223.16,4,2017-01-12T13:00:00Z
EWR,15.39,12.38,82.19,0,100.92,10.57,222.39,5,2017-01-12T14:00:00Z
EWR,14.65,12.38,86.19,0,100.87,10.5,217.93,5,2017-01-12T15:00:00Z
EWR,13.96,12.21,89.19,0,100.87,11.03,216.82,8,2017-01-12T16:00:00Z
EWR,13.45,11.98,90.75,0,100.95,11.05,221.16,9,2017-01-12T17:00:00Z
EWR,13.19,11.76,91,0.09,101.03,10.91,223.75,10,2017-01-12T18:00:00Z
EWR,12.89,11.57,91.62,0.11,101.07,10.39,225.37,10,2017-01-12T19:00:00Z
EWR,12.67,11.47,92.31,0.06,101.1,9.94,229.69,10,2017-01-12T20:00:00Z
EWR,12.6,11.44,92.56,0.08,101.14,9.72,237.14,10,2017-01-12T21:00:00Z
